timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1773153870943,181,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1194,224,1,1,https://api.weatherbit.io/v2.0/current?city=Dubai&country=AE&key=628bd42a721c4a57b7ffaade43851fae&units=M,181,0,0
1773153871943,180,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1192,228,1,1,https://api.weatherbit.io/v2.0/current?city=Singapore&country=SG&key=628bd42a721c4a57b7ffaade43851fae&units=M,180,0,0
1773153872946,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1212,230,1,1,https://api.weatherbit.io/v2.0/current?city=Los+Angeles&country=US&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153873946,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1198,225,1,1,https://api.weatherbit.io/v2.0/current?city=Sydney&country=AU&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153874942,180,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1215,225,1,1,https://api.weatherbit.io/v2.0/current?city=London&country=GB&key=628bd42a721c4a57b7ffaade43851fae&units=M,180,0,0
1773153875943,180,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1213,227,1,1,https://api.weatherbit.io/v2.0/current?city=New+York&country=US&key=628bd42a721c4a57b7ffaade43851fae&units=M,180,0,0
1773153876942,183,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1185,224,1,1,https://api.weatherbit.io/v2.0/current?city=Tokyo&country=JP&key=628bd42a721c4a57b7ffaade43851fae&units=M,183,0,0
1773153877942,183,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1209,224,1,1,https://api.weatherbit.io/v2.0/current?city=Paris&country=FR&key=628bd42a721c4a57b7ffaade43851fae&units=M,183,0,0
1773153878944,185,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1198,224,1,1,https://api.weatherbit.io/v2.0/current?city=Dubai&country=AE&key=628bd42a721c4a57b7ffaade43851fae&units=M,185,0,0
1773153879944,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1196,228,1,1,https://api.weatherbit.io/v2.0/current?city=Singapore&country=SG&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153880945,183,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1212,230,1,1,https://api.weatherbit.io/v2.0/current?city=Los+Angeles&country=US&key=628bd42a721c4a57b7ffaade43851fae&units=M,183,0,0
1773153881946,185,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1194,225,1,1,https://api.weatherbit.io/v2.0/current?city=Sydney&country=AU&key=628bd42a721c4a57b7ffaade43851fae&units=M,185,0,0
1773153882945,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1219,225,1,1,https://api.weatherbit.io/v2.0/current?city=London&country=GB&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153883946,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1217,227,1,1,https://api.weatherbit.io/v2.0/current?city=New+York&country=US&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153884946,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1185,224,1,1,https://api.weatherbit.io/v2.0/current?city=Tokyo&country=JP&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153885946,179,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1205,224,1,1,https://api.weatherbit.io/v2.0/current?city=Paris&country=FR&key=628bd42a721c4a57b7ffaade43851fae&units=M,179,0,0
1773153886945,185,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1198,224,1,1,https://api.weatherbit.io/v2.0/current?city=Dubai&country=AE&key=628bd42a721c4a57b7ffaade43851fae&units=M,185,0,0
1773153887946,181,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1192,228,1,1,https://api.weatherbit.io/v2.0/current?city=Singapore&country=SG&key=628bd42a721c4a57b7ffaade43851fae&units=M,181,0,0
1773153888945,180,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1208,230,1,1,https://api.weatherbit.io/v2.0/current?city=Los+Angeles&country=US&key=628bd42a721c4a57b7ffaade43851fae&units=M,180,0,0
1773153889944,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1198,225,1,1,https://api.weatherbit.io/v2.0/current?city=Sydney&country=AU&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153890945,184,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1219,225,1,1,https://api.weatherbit.io/v2.0/current?city=London&country=GB&key=628bd42a721c4a57b7ffaade43851fae&units=M,184,0,0
1773153891945,181,HTTP Request,200,OK,Ramp-up Load 1-1,text,true,,1213,227,1,1,https://api.weatherbit.io/v2.0/current?city=New+York&country=US&key=628bd42a721c4a57b7ffaade43851fae&units=M,181,0,0
